,AdjClose,Close,Date,High,Low,Open,Volume
2522,"16,460.68","16,460.68","Jan 27, 2006","16,460.68","16,079.92","16,079.94","153,800"
2523,"15,891.02","15,891.02","Jan 26, 2006","15,891.02","15,764.89","15,783.70","121,800"
2524,"15,651.00","15,651.00","Jan 25, 2006","15,849.52","15,651.00","15,725.76","143,800"
2525,"15,648.89","15,648.89","Jan 24, 2006","15,685.14","15,470.39","15,470.91","94,600"
2526,"15,360.65","15,360.65","Jan 23, 2006","15,564.90","15,312.71","15,497.61","108,400"
2527,"15,696.69","15,696.69","Jan 20, 2006","15,875.39","15,597.77","15,847.17","124,000"
2528,"15,696.28","15,696.28","Jan 19, 2006","15,740.82","15,396.60","15,396.60","148,000"
2529,"15,341.18","15,341.18","Jan 18, 2006","15,725.64","15,059.52","15,725.64","192,400"
2530,"15,805.95","15,805.95","Jan 17, 2006","16,324.17","15,805.95","16,152.07","140,200"
2531,"16,268.03","16,268.03","Jan 16, 2006","16,387.63","16,221.59","16,360.04","110,000"
2532,"16,454.95","16,454.95","Jan 13, 2006","16,490.27","16,383.23","16,454.32","137,400"
2533,"16,445.19","16,445.19","Jan 12, 2006","16,472.99","16,310.45","16,426.69","129,800"
2534,"16,363.59","16,363.59","Jan 11, 2006","16,363.59","16,005.24","16,164.92","146,200"
2535,"16,124.35","16,124.35","Jan 10, 2006","16,487.05","16,124.35","16,487.05","154,600"
2536,"16,428.21","16,428.21","Jan 6, 2006","16,479.55","16,320.43","16,408.31","170,400"
2537,"16,425.37","16,425.37","Jan 5, 2006","16,474.52","16,368.51","16,441.27","164,600"
2538,"16,361.54","16,361.54","Jan 4, 2006","16,361.54","16,250.76","16,294.65","94,200"
2539,"16,111.43","16,111.43","Dec 30, 2005","16,413.18","16,111.43","16,412.75","55,600"
2540,"16,344.20","16,344.20","Dec 29, 2005","16,445.56","16,246.67","16,247.54","96,200"
2541,"16,194.61","16,194.61","Dec 28, 2005","16,194.61","15,911.23","15,920.67","82,000"
